id,date,kind,counterparty,amountUsd,dueDate,paidDate,termsDays,invoiceId,sourceId
LG-0022,2026-06-04,AR,"Calder Foods",134550,2026-07-04,2026-07-28,30,AR-00022,ledger-ar
LG-0262,2026-06-04,AR,"Larkspur Dairy",9693,2026-07-19,2026-07-18,45,AR-00262,ledger-ar
LG-0550,2026-06-04,AP,"Kavanagh Consulting",6564,2026-07-04,2026-07-04,30,AP-00550,ledger-ap
LG-0106,2026-06-05,AR,"Ironbridge Rail",43888,2026-07-20,2026-07-26,45,AR-00106,ledger-ar
LG-0118,2026-06-05,AR,"Kelvin Process",42804,2026-07-05,2026-07-05,30,AR-00118,ledger-ar
LG-0130,2026-06-05,AR,"Marrow Fabrication",32171,2026-07-20,2026-07-17,45,AR-00130,ledger-ar
LG-0166,2026-06-05,AR,"Vantage Precision",21163,2026-07-05,2026-07-02,30,AR-00166,ledger-ar
LG-0358,2026-06-05,AP,"Verity Carriers",59732,2026-07-20,2026-07-18,45,AP-00358,ledger-ap
LG-0394,2026-06-05,AP,"Corvid Alloys",79398,2026-07-20,2026-07-20,45,AP-00394,ledger-ap
LG-0502,2026-06-05,AP,"Cindermill Cloud",11450,2026-07-05,2026-07-05,30,AP-00502,ledger-ap
LG-0598,2026-06-05,AP,"Cobblestone Print",5129,2026-07-05,2026-07-05,30,AP-00598,ledger-ap
LG-0622,2026-06-05,AP,"Wren Calibration",6514,2026-07-05,2026-07-05,30,AP-00622,ledger-ap
LG-0034,2026-06-06,AR,"Boreal Systems",85572,2026-07-06,2026-07-03,30,AR-00034,ledger-ar
LG-0046,2026-06-06,AR,"Attwater Group",68600,2026-07-06,2026-07-01,30,AR-00046,ledger-ar
LG-0274,2026-06-06,AR,"Crestline Motors",9889,2026-07-06,2026-07-02,30,AR-00274,ledger-ar
LG-0454,2026-06-06,AP,"Grantham Facilities",29003,2026-07-06,2026-07-10,30,AP-00454,ledger-ap
LG-0466,2026-06-06,AP,"Bluepeak Energy",24785,2026-07-06,2026-07-08,30,AP-00466,ledger-ap
LG-0490,2026-06-06,AP,"Lumen Analytics",9529,2026-07-06,2026-07-05,30,AP-00490,ledger-ap
LG-0526,2026-06-06,AP,"Radley Legal",11529,2026-07-06,2026-07-05,30,AP-00526,ledger-ap
LG-0574,2026-06-06,AP,"Merrick Safety",5137,2026-07-06,2026-07-05,30,AP-00574,ledger-ap
LG-0070,2026-06-07,AR,"Cortland Manufacturing",46850,2026-07-22,2026-07-19,45,AR-00070,ledger-ar
LG-0142,2026-06-07,AR,"Thistledown Farms",27404,2026-07-22,2026-07-25,45,AR-00142,ledger-ar
LG-0238,2026-06-07,AR,"Norwood Textiles",11779,2026-07-22,2026-07-22,45,AR-00238,ledger-ar
LG-0478,2026-06-07,AP,"Ormsby Maintenance",16985,2026-07-07,2026-07-07,30,AP-00478,ledger-ap
LG-0202,2026-06-08,AR,"Quarry Lane Metals",19774,2026-07-08,2026-07-07,30,AR-00202,ledger-ar
LG-0226,2026-06-09,AR,"Braddock Tooling",13360,2026-07-09,2026-07-09,30,AR-00226,ledger-ar
LG-0250,2026-06-09,AR,"Fenmore Aggregates",11092,2026-07-09,2026-07-09,30,AR-00250,ledger-ar
LG-0298,2026-06-09,AR,"Wexley Plastics",6027,2026-07-09,2026-07-16,30,AR-00298,ledger-ar
LG-0322,2026-06-09,AR,"Halcyon Optics",5800,2026-07-09,2026-07-21,30,AR-00322,ledger-ar
LG-0442,2026-06-09,AP,"Sandoval Bearings",37077,2026-07-09,2026-07-09,30,AP-00442,ledger-ap
LG-0058,2026-06-10,AR,"Pell & Hardy",55814,2026-07-10,2026-07-15,30,AR-00058,ledger-ar
LG-0382,2026-06-10,AP,"Prairie Steel Supply",117194,2026-07-25,2026-07-25,45,AP-00382,ledger-ap
LG-0406,2026-06-10,AP,"Dunmore Castings",58934,2026-07-10,2026-07-08,30,AP-00406,ledger-ap
LG-0562,2026-06-10,AP,"Stonepath Insurance",14838,2026-07-10,2026-06-27,30,AP-00562,ledger-ap
LG-0178,2026-06-11,AR,"Holloway Mining",23622,2026-07-11,2026-07-28,30,AR-00178,ledger-ar
LG-0346,2026-06-11,AP,"Halden Transport",64329,2026-07-26,2026-07-26,45,AP-00346,ledger-ap
LG-0514,2026-06-11,AP,"Trellis HR Systems",6593,2026-07-11,2026-07-09,30,AP-00514,ledger-ap
LG-0094,2026-06-12,AR,"Sable Point Marine",44036,2026-07-12,2026-07-13,30,AR-00094,ledger-ar
LG-0154,2026-06-12,AR,"Ellery Chemical",27682,2026-07-12,2026-07-12,30,AR-00154,ledger-ar
LG-0418,2026-06-12,AP,"Whitlock Components",56878,2026-07-12,2026-07-11,30,AP-00418,ledger-ap
LG-0430,2026-06-12,AP,"Ferris Electronics",44583,2026-07-12,2026-06-29,30,AP-00430,ledger-ap
LG-0538,2026-06-12,AP,"Pinehurst Audit",9512,2026-07-27,2026-07-27,45,AP-00538,ledger-ap
LG-0586,2026-06-12,AP,"Aldergate Packaging",22113,2026-07-12,2026-07-12,30,AP-00586,ledger-ap
LG-0011,2026-06-30,AR,"Northwind Logistics",186660,2026-07-30,2026-09-07,30,AR-00011,ledger-ar
LG-0131,2026-07-01,AR,"Marrow Fabrication",32231,2026-08-15,2026-08-20,45,AR-00131,ledger-ar
LG-0203,2026-07-01,AR,"Quarry Lane Metals",15102,2026-07-31,,30,AR-00203,ledger-ar
LG-0167,2026-07-02,AR,"Vantage Precision",20924,2026-08-01,2026-07-31,30,AR-00167,ledger-ar
LG-0335,2026-07-02,AP,"Kestrel Freight",110429,2026-08-16,2026-07-17,45,AP-00335,ledger-ap
LG-0251,2026-07-03,AR,"Fenmore Aggregates",8341,2026-08-02,2026-07-30,30,AR-00251,ledger-ar
LG-0323,2026-07-03,AR,"Halcyon Optics",4568,2026-08-02,2026-08-01,30,AR-00323,ledger-ar
LG-0479,2026-07-03,AP,"Ormsby Maintenance",17268,2026-08-02,2026-07-31,30,AP-00479,ledger-ap
LG-0491,2026-07-03,AP,"Lumen Analytics",8249,2026-08-02,2026-08-02,30,AP-00491,ledger-ap
LG-0023,2026-07-04,AR,"Calder Foods",119340,2026-08-03,2026-08-29,30,AR-00023,ledger-ar
LG-0047,2026-07-04,AR,"Attwater Group",65192,2026-08-03,2026-07-30,30,AR-00047,ledger-ar
LG-0107,2026-07-04,AR,"Ironbridge Rail",41748,2026-08-18,2026-08-16,45,AR-00107,ledger-ar
LG-0143,2026-07-04,AR,"Thistledown Farms",30357,2026-08-18,2026-08-16,45,AR-00143,ledger-ar
LG-0299,2026-07-04,AR,"Wexley Plastics",6223,2026-08-03,2026-08-03,30,AR-00299,ledger-ar
LG-0371,2026-07-04,AP,"Tallow Bay Shipping",39641,2026-08-18,2026-08-18,45,AP-00371,ledger-ap
LG-0383,2026-07-04,AP,"Prairie Steel Supply",94080,2026-08-18,2026-08-17,45,AP-00383,ledger-ap
LG-0083,2026-07-05,AR,"Ridgeway Utilities",38447,2026-08-19,,45,AR-00083,ledger-ar
LG-0155,2026-07-05,AR,"Ellery Chemical",23651,2026-08-04,,30,AR-00155,ledger-ar
LG-0263,2026-07-05,AR,"Larkspur Dairy",8898,2026-08-19,,45,AR-00263,ledger-ar
LG-0419,2026-07-05,AP,"Whitlock Components",45860,2026-08-04,2026-08-03,30,AP-00419,ledger-ap
LG-0527,2026-07-05,AP,"Radley Legal",11436,2026-08-04,2026-08-03,30,AP-00527,ledger-ap
LG-0575,2026-07-05,AP,"Merrick Safety",4494,2026-08-04,2026-08-02,30,AP-00575,ledger-ap
LG-0059,2026-07-06,AR,"Pell & Hardy",55980,2026-08-05,2026-07-31,30,AR-00059,ledger-ar
LG-0071,2026-07-06,AR,"Cortland Manufacturing",41638,2026-08-20,,45,AR-00071,ledger-ar
LG-0275,2026-07-06,AR,"Crestline Motors",8624,2026-08-05,,30,AR-00275,ledger-ar
LG-0311,2026-07-06,AR,"Sturgis Bearing",6034,2026-08-05,2026-08-17,30,AR-00311,ledger-ar
LG-0587,2026-07-06,AP,"Aldergate Packaging",17118,2026-08-05,2026-08-03,30,AP-00587,ledger-ap
LG-0611,2026-07-06,AP,"Hargrave Tooling",11206,2026-08-20,2026-08-21,45,AP-00611,ledger-ap
LG-0623,2026-07-06,AP,"Wren Calibration",5324,2026-08-05,2026-08-05,30,AP-00623,ledger-ap
LG-0035,2026-07-07,AR,"Boreal Systems",74587,2026-08-06,2026-08-07,30,AR-00035,ledger-ar
LG-0443,2026-07-07,AP,"Sandoval Bearings",25251,2026-08-06,2026-08-04,30,AP-00443,ledger-ap
LG-0191,2026-07-08,AR,"Delmar Packaging",17127,2026-08-07,2026-08-09,30,AR-00191,ledger-ar
LG-0215,2026-07-08,AR,"Ashfield Energy",15169,2026-08-07,,30,AR-00215,ledger-ar
LG-0347,2026-07-08,AP,"Halden Transport",55621,2026-08-22,2026-08-24,45,AP-00347,ledger-ap
LG-0395,2026-07-08,AP,"Corvid Alloys",88636,2026-08-22,2026-08-26,45,AP-00395,ledger-ap
LG-0539,2026-07-08,AP,"Pinehurst Audit",7329,2026-08-22,2026-08-20,45,AP-00539,ledger-ap
LG-0563,2026-07-08,AP,"Stonepath Insurance",12134,2026-08-07,2026-08-09,30,AP-00563,ledger-ap
LG-0119,2026-07-09,AR,"Kelvin Process",38856,2026-08-08,2026-08-03,30,AR-00119,ledger-ar
LG-0431,2026-07-09,AP,"Ferris Electronics",36083,2026-08-08,2026-08-10,30,AP-00431,ledger-ap
LG-0467,2026-07-09,AP,"Bluepeak Energy",22317,2026-08-08,2026-08-08,30,AP-00467,ledger-ap
LG-0095,2026-07-10,AR,"Sable Point Marine",33983,2026-08-09,,30,AR-00095,ledger-ar
LG-0227,2026-07-10,AR,"Braddock Tooling",12510,2026-08-09,2026-08-27,30,AR-00227,ledger-ar
LG-0239,2026-07-10,AR,"Norwood Textiles",11669,2026-08-24,,45,AR-00239,ledger-ar
LG-0407,2026-07-10,AP,"Dunmore Castings",57281,2026-08-09,2026-08-09,30,AP-00407,ledger-ap
LG-0503,2026-07-10,AP,"Cindermill Cloud",12618,2026-08-09,2026-08-09,30,AP-00503,ledger-ap
LG-0515,2026-07-10,AP,"Trellis HR Systems",5986,2026-08-09,2026-08-12,30,AP-00515,ledger-ap
LG-0455,2026-07-11,AP,"Grantham Facilities",25131,2026-08-10,2026-08-09,30,AP-00455,ledger-ap
LG-0551,2026-07-11,AP,"Kavanagh Consulting",5250,2026-08-10,2026-08-13,30,AP-00551,ledger-ap
LG-0179,2026-07-12,AR,"Holloway Mining",18952,2026-08-11,2026-08-11,30,AR-00179,ledger-ar
LG-0287,2026-07-12,AR,"Oakhurst Timber",7366,2026-08-26,2026-08-24,45,AR-00287,ledger-ar
LG-0359,2026-07-12,AP,"Verity Carriers",48268,2026-08-26,2026-08-24,45,AP-00359,ledger-ap
LG-0599,2026-07-12,AP,"Cobblestone Print",4387,2026-08-11,2026-08-09,30,AP-00599,ledger-ap
LG-0012,2026-07-30,AR,"Northwind Logistics",195810,2026-08-29,2026-10-05,30,AR-00012,ledger-ar
LG-0132,2026-07-31,AR,"Marrow Fabrication",28537,2026-09-14,2026-09-21,45,AR-00132,ledger-ar
LG-0144,2026-07-31,AR,"Thistledown Farms",27697,2026-09-14,,45,AR-00144,ledger-ar
LG-0168,2026-07-31,AR,"Vantage Precision",26515,2026-08-30,,30,AR-00168,ledger-ar
LG-0204,2026-07-31,AR,"Quarry Lane Metals",15897,2026-08-30,2026-08-29,30,AR-00204,ledger-ar
LG-0048,2026-08-01,AR,"Attwater Group",58507,2026-08-31,2026-09-02,30,AR-00048,ledger-ar
LG-0120,2026-08-01,AR,"Kelvin Process",31373,2026-08-31,,30,AR-00120,ledger-ar
LG-0336,2026-08-01,AP,"Kestrel Freight",112325,2026-09-15,2026-08-18,45,AP-00336,ledger-ap
LG-0072,2026-08-02,AR,"Cortland Manufacturing",47722,2026-09-16,2026-09-17,45,AR-00072,ledger-ar
LG-0456,2026-08-02,AP,"Grantham Facilities",28741,2026-09-01,2026-08-17,30,AP-00456,ledger-ap
LG-0564,2026-08-02,AP,"Stonepath Insurance",13211,2026-09-01,2026-09-01,30,AP-00564,ledger-ap
LG-0612,2026-08-02,AP,"Hargrave Tooling",15135,2026-09-16,2026-09-16,45,AP-00612,ledger-ap
LG-0024,2026-08-03,AR,"Calder Foods",125190,2026-09-02,2026-09-25,30,AR-00024,ledger-ar
LG-0084,2026-08-03,AR,"Ridgeway Utilities",46442,2026-09-17,,45,AR-00084,ledger-ar
LG-0192,2026-08-03,AR,"Delmar Packaging",16246,2026-09-02,2026-08-29,30,AR-00192,ledger-ar
LG-0276,2026-08-03,AR,"Crestline Motors",6595,2026-09-02,,30,AR-00276,ledger-ar
LG-0408,2026-08-03,AP,"Dunmore Castings",53545,2026-09-02,,30,AP-00408,ledger-ap
LG-0444,2026-08-03,AP,"Sandoval Bearings",34264,2026-09-02,,30,AP-00444,ledger-ap
LG-0540,2026-08-03,AP,"Pinehurst Audit",7263,2026-09-17,2026-09-15,45,AP-00540,ledger-ap
LG-0624,2026-08-03,AP,"Wren Calibration",5814,2026-09-02,2026-09-03,30,AP-00624,ledger-ap
LG-0180,2026-08-04,AR,"Holloway Mining",17324,2026-09-03,,30,AR-00180,ledger-ar
LG-0216,2026-08-04,AR,"Ashfield Energy",15223,2026-09-03,2026-09-03,30,AR-00216,ledger-ar
LG-0384,2026-08-04,AP,"Prairie Steel Supply",93608,2026-09-18,2026-09-18,45,AP-00384,ledger-ap
LG-0492,2026-08-04,AP,"Lumen Analytics",8430,2026-09-03,,30,AP-00492,ledger-ap
LG-0156,2026-08-05,AR,"Ellery Chemical",25079,2026-09-04,2026-09-01,30,AR-00156,ledger-ar
LG-0228,2026-08-05,AR,"Braddock Tooling",13688,2026-09-04,,30,AR-00228,ledger-ar
LG-0252,2026-08-05,AR,"Fenmore Aggregates",9029,2026-09-04,2026-09-11,30,AR-00252,ledger-ar
LG-0432,2026-08-05,AP,"Ferris Electronics",39284,2026-09-04,2026-08-23,30,AP-00432,ledger-ap
LG-0480,2026-08-05,AP,"Ormsby Maintenance",17546,2026-09-04,2026-09-02,30,AP-00480,ledger-ap
LG-0516,2026-08-05,AP,"Trellis HR Systems",6246,2026-09-04,,30,AP-00516,ledger-ap
LG-0036,2026-08-06,AR,"Boreal Systems",79373,2026-09-05,,30,AR-00036,ledger-ar
LG-0240,2026-08-06,AR,"Norwood Textiles",11687,2026-09-20,,45,AR-00240,ledger-ar
LG-0468,2026-08-06,AP,"Bluepeak Energy",23163,2026-09-05,2026-09-05,30,AP-00468,ledger-ap
LG-0588,2026-08-06,AP,"Aldergate Packaging",19281,2026-09-05,,30,AP-00588,ledger-ap
LG-0096,2026-08-07,AR,"Sable Point Marine",44154,2026-09-06,2026-09-03,30,AR-00096,ledger-ar
LG-0108,2026-08-07,AR,"Ironbridge Rail",40161,2026-09-21,2026-09-21,45,AR-00108,ledger-ar
LG-0300,2026-08-07,AR,"Wexley Plastics",6528,2026-09-06,,30,AR-00300,ledger-ar
LG-0348,2026-08-07,AP,"Halden Transport",68578,2026-09-21,,45,AP-00348,ledger-ap
LG-0552,2026-08-07,AP,"Kavanagh Consulting",6568,2026-09-06,,30,AP-00552,ledger-ap
LG-0576,2026-08-07,AP,"Merrick Safety",4531,2026-09-06,,30,AP-00576,ledger-ap
LG-0060,2026-08-08,AR,"Pell & Hardy",58424,2026-09-07,2026-09-11,30,AR-00060,ledger-ar
LG-0528,2026-08-08,AP,"Radley Legal",10273,2026-09-07,2026-09-06,30,AP-00528,ledger-ap
LG-0264,2026-08-09,AR,"Larkspur Dairy",7639,2026-09-23,,45,AR-00264,ledger-ar
LG-0288,2026-08-09,AR,"Oakhurst Timber",8086,2026-09-23,2026-09-24,45,AR-00288,ledger-ar
LG-0420,2026-08-09,AP,"Whitlock Components",51306,2026-09-08,2026-09-11,30,AP-00420,ledger-ap
LG-0324,2026-08-10,AR,"Halcyon Optics",5653,2026-09-09,2026-09-13,30,AR-00324,ledger-ar
LG-0360,2026-08-10,AP,"Verity Carriers",60419,2026-09-24,2026-09-23,45,AP-00360,ledger-ap
LG-0504,2026-08-10,AP,"Cindermill Cloud",12415,2026-09-09,2026-09-09,30,AP-00504,ledger-ap
LG-0312,2026-08-11,AR,"Sturgis Bearing",6700,2026-09-10,2026-09-17,30,AR-00312,ledger-ar
LG-0372,2026-08-11,AP,"Tallow Bay Shipping",41032,2026-09-25,2026-09-24,45,AP-00372,ledger-ap
LG-0396,2026-08-11,AP,"Corvid Alloys",94574,2026-09-25,2026-09-29,45,AP-00396,ledger-ap
LG-0600,2026-08-11,AP,"Cobblestone Print",4205,2026-09-10,2026-09-10,30,AP-00600,ledger-ap
